,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
2716,not talking actually increases already show ignoring,0.2,0.2,0.2,0.2,0.2,Neutral
2717,political included amanda upshotnyt nba,0.2,0.2,0.2,0.2,0.2,Neutral
2718,harvard remy pretty much full,0.2,0.2,0.2,0.2,0.2,Neutral
2719,warming warning new collaborative public aims start,0.2,0.2,0.2,0.2,0.2,Neutral
2720,native immigrated human,0.2,0.2,0.2,0.2,0.2,Neutral
2721,human created endless harm,0.2,0.2,0.2,0.2,0.2,Neutral
2722,is oumuamua first interstellar detected passing solar alien,0.322500,0.367500,0.605000,0.320000,0.422500,Fear
2723,last harvard defeated yale historic,0.147500,0.423750,0.297500,0.401250,0.238750,Anger
2724,widely varying dietary come,0.2,0.2,0.2,0.2,0.2,Neutral
2725,quite well,0.2,0.2,0.2,0.2,0.2,Neutral
2726,be famous taught,0.415000,0.162500,0.150000,0.151250,0.172500,Happiness
2727,grad mapping human,0.2,0.2,0.2,0.2,0.2,Neutral
2728,offer hidden e,0.2,0.2,0.2,0.2,0.2,Neutral
2729,pursues making differencein criminal civil,0.008047,0.025937,0.027734,0.021562,0.023828,Fear
2730,even santa cant handy list recent,0.2,0.2,0.2,0.2,0.2,Neutral
2731,harvard say developed transcend,0.2,0.2,0.2,0.2,0.2,Neutral
2732,surplus dining helps curb cambridge,0.2,0.2,0.2,0.2,0.2,Neutral
2733,nearly first learning simple giving also goo,0.058594,0.058594,0.058594,0.058594,0.058594,Happiness
2734,asked amandascgorman inaugural laureate write,0.2,0.2,0.2,0.2,0.2,Neutral
2735,sidetracked francesca,0.2,0.2,0.2,0.2,0.2,Neutral
2736,talk first new discusses better,0.2,0.2,0.2,0.2,0.2,Neutral
2737,shared check,0.2,0.2,0.2,0.2,0.2,Neutral
2738,unused dining distributed cambridge need,0.2,0.2,0.2,0.2,0.2,Neutral
2739,were excited featured thanksgiving,0.2,0.2,0.2,0.2,0.2,Neutral
2740,realize powerful gratitude says,0.208750,0.100000,0.140625,0.080000,0.081875,Happiness
2741,thinking continue inundate public,0.2,0.2,0.2,0.2,0.2,Neutral
2742,still well underway,0.2,0.2,0.2,0.2,0.2,Neutral
2743,former nobel returned harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2744,know simple caring,0.2,0.2,0.2,0.2,0.2,Neutral
2745,traveling looked according weekly,0.030156,0.009531,0.014297,0.010078,0.008828,Happiness
2746,california devastating explains smoke,0.2,0.2,0.2,0.2,0.2,Neutral
2747,lowerincome often struggle feed notably shorter,0.2,0.2,0.2,0.2,0.2,Neutral
2748,typical thanksgiving accidental,0.265000,0.705000,0.922500,0.902500,0.470000,Fear
2749,transformed library sitcomlike,0.2,0.2,0.2,0.2,0.2,Neutral
2750,new vitamin d fish dont lower bu,0.005000,0.002227,0.002637,0.002578,0.003145,Happiness
2751,interstellar object oumuamua alien,0.161250,0.183750,0.302500,0.160000,0.211250,Fear
2752,happy communal appreciation,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2753,special continued biological,0.2,0.2,0.2,0.2,0.2,Neutral
2754,native immigrated later returned native,0.2,0.2,0.2,0.2,0.2,Neutral
2755,talking turkey handle political,0.2,0.2,0.2,0.2,0.2,Neutral
2756,midterm inarguably big said political,0.2,0.2,0.2,0.2,0.2,Neutral
2757,remembering f born,0.2,0.2,0.2,0.2,0.2,Neutral
2758,named saturday wil,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2759,th earned decisive,0.2,0.2,0.2,0.2,0.2,Neutral
2760,deming using big higher move pover,0.2,0.2,0.2,0.2,0.2,Neutral
2761,brief networked communityworking academiais advancing,0.2,0.2,0.2,0.2,0.2,Neutral
2762,good bad fat high low,0.005549,0.010469,0.011094,0.012422,0.013868,Disgust
2763,memorable th playing recorded,0.2,0.2,0.2,0.2,0.2,Neutral
2764,loneliness doubled showing negative,0.590000,0.995000,1.360000,1.945000,0.780000,Sadness
2765,harvard american chosen,0.2,0.2,0.2,0.2,0.2,Neutral
2766,functioned almost set turning,0.2,0.2,0.2,0.2,0.2,Neutral
2767,do eat primarily plantbased diet delicious thanksgiving put,0.001831,0.000820,0.000835,0.000854,0.000840,Happiness
2768,legendary,0.2,0.2,0.2,0.2,0.2,Neutral
2769,is interstellar object known oumuamua extraterrestrial,0.2,0.2,0.2,0.2,0.2,Neutral
2770,harvard turn dining frozen hungry,0.357500,0.435000,0.367500,0.490000,0.372500,Sadness
2771,defeated yale fenway park,0.073750,0.211875,0.148750,0.200625,0.119375,Anger
2772,delivered,0.2,0.2,0.2,0.2,0.2,Neutral
2773,brittany ellis,0.2,0.2,0.2,0.2,0.2,Neutral
2774,oxford newest,0.2,0.2,0.2,0.2,0.2,Neutral
2775,tony celebrated visual,0.2,0.2,0.2,0.2,0.2,Neutral
2776,recent suggested impacts foraging behavior,0.2,0.2,0.2,0.2,0.2,Neutral
2777,twomillenniaold western turkey lydian,0.2,0.2,0.2,0.2,0.2,Neutral
2778,asteroid killed set rapid marine,0.2,0.2,0.2,0.2,0.2,Neutral
2779,working help disease,0.2,0.2,0.2,0.2,0.2,Neutral
2780,better diet,0.2,0.2,0.2,0.2,0.2,Neutral
2781,pesticide dramatically affect social,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2782,quantum harvards new initiative say,0.2,0.2,0.2,0.2,0.2,Neutral
2783,agreed specific best overall,0.2,0.2,0.2,0.2,0.2,Neutral
2784,better preventing flu,0.2,0.2,0.2,0.2,0.2,Neutral
2785,current usrussia decidedly complicated,0.2,0.2,0.2,0.2,0.2,Neutral
2786,score total offense,0.2,0.2,0.2,0.2,0.2,Neutral
2787,tom finds henry first fenway gocrimson,0.2,0.2,0.2,0.2,0.2,Neutral
2788,harvard coming soon,0.2,0.2,0.2,0.2,0.2,Neutral
2789,fenway turned,0.2,0.2,0.2,0.2,0.2,Neutral
2790,first fenway,0.2,0.2,0.2,0.2,0.2,Neutral
2791,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2792,harvard long heading athletic grays hall buy next,0.2,0.2,0.2,0.2,0.2,Neutral
2793,captured harvard often blur boundary,0.2,0.2,0.2,0.2,0.2,Neutral
2794,warming warning new collaborative public urges,0.2,0.2,0.2,0.2,0.2,Neutral
2795,know authored classic,0.2,0.2,0.2,0.2,0.2,Neutral
2796,enormous potential axium,0.2,0.2,0.2,0.2,0.2,Neutral
2797,alum takes familiar nature,0.221875,0.075625,0.088750,0.083750,0.089375,Happiness
2798,wins classic,0.273125,0.084375,0.084375,0.082500,0.073125,Happiness
2799,go episode inside harvard dropped special,0.2,0.2,0.2,0.2,0.2,Neutral
2800,better diet diet widely vary,0.2,0.2,0.2,0.2,0.2,Neutral
2801,says see financial hire,0.2,0.2,0.2,0.2,0.2,Neutral
2802,harvard yale turf less ago th,0.2,0.2,0.2,0.2,0.2,Neutral
2803,next big economic harvardiop weighed,0.2,0.2,0.2,0.2,0.2,Neutral
2804,first snow firstyear built snowman first,1.855000,0.790000,0.695000,0.825000,0.635000,Happiness
2805,presidential public allows pursue summerlong serving public good,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
2806,literary legend archived,1.250000,0.590000,0.710000,0.675000,0.565000,Happiness
2807,harvard nadya okamotos new menstrual,0.2,0.2,0.2,0.2,0.2,Neutral
2808,new challenged basic cell,0.572500,0.425000,0.420000,0.402500,0.322500,Happiness
2809,played first,0.2,0.2,0.2,0.2,0.2,Neutral
2810,manipulate,0.2,0.2,0.2,0.2,0.2,Neutral
2811,shown generate new improve model,0.000030,0.000010,0.000011,0.000010,0.000008,Happiness
2812,raising animal animallawhls,0.2,0.2,0.2,0.2,0.2,Neutral
2813,pushed celebrated,0.2,0.2,0.2,0.2,0.2,Neutral
2814,appointed became first supreme,0.2,0.2,0.2,0.2,0.2,Neutral
2815,saturday take long,0.2,0.2,0.2,0.2,0.2,Neutral
2816,is better preventing flu,0.2,0.2,0.2,0.2,0.2,Neutral
2817,opioid pressing rural america according new,0.2,0.2,0.2,0.2,0.2,Neutral
2818,playing saturday fenway park,0.2,0.2,0.2,0.2,0.2,Neutral
2819,function well quickly,0.2,0.2,0.2,0.2,0.2,Neutral
2820,cohort spanned harvards,0.2,0.2,0.2,0.2,0.2,Neutral
2821,harvard kuwait tunisia uganda trying understand environmental impactin,0.2,0.2,0.2,0.2,0.2,Neutral
2822,latest deadly fires claimed destroyed,0.162812,0.492031,0.456406,0.444688,0.322500,Anger
2823,happened north americas ago phd,0.2,0.2,0.2,0.2,0.2,Neutral
2824,learning winwin dental,0.029297,0.029297,0.029297,0.029297,0.029297,Happiness
2825,take turning fenway,0.2,0.2,0.2,0.2,0.2,Neutral
2826,photographs tomb,0.635000,0.970000,1.500000,1.530000,0.970000,Sadness
2827,awarded easdnovo nordisk diabetes prize,0.2,0.2,0.2,0.2,0.2,Neutral
2828,mayasen talk tangible continues pol,0.2,0.2,0.2,0.2,0.2,Neutral
2829,intended bring together new scientific concert national accele,0.2,0.2,0.2,0.2,0.2,Neutral
2830,suggests meet intermittently better problemsolving,0.2,0.2,0.2,0.2,0.2,Neutral
2831,analyzed genomewide data old,0.2,0.2,0.2,0.2,0.2,Neutral
2832,diabetes largely preventable alone,0.158750,0.230000,0.412500,0.456250,0.195000,Sadness
2833,harvard wrote new manifesto menstrual,0.2,0.2,0.2,0.2,0.2,Neutral
2834,harvard remembered pioneering well friendship kindness,2.225000,0.530000,0.510000,0.545000,0.510000,Happiness
2835,developed improved renewable reduce,0.2,0.2,0.2,0.2,0.2,Neutral
2836,now th presidential public lets pursue summerlong ser,0.2,0.2,0.2,0.2,0.2,Neutral
2837,democratic republican came together last unpack midterm,0.2,0.2,0.2,0.2,0.2,Neutral
2838,appear native,0.2,0.2,0.2,0.2,0.2,Neutral
2839,reduce highimpact industrial,0.2,0.2,0.2,0.2,0.2,Neutral
2840,arm provides direct harvard active,0.457500,0.307500,0.292500,0.272500,0.282500,Happiness
2841,first ever known happened ago gocrimson,0.2,0.2,0.2,0.2,0.2,Neutral
2842,be,0.2,0.2,0.2,0.2,0.2,Neutral
2843,open january,0.2,0.2,0.2,0.2,0.2,Neutral
2844,robert recognized soft,0.001812,0.000562,0.000571,0.000610,0.000527,Happiness
2845,asking tips,0.2,0.2,0.2,0.2,0.2,Neutral
2846,spoke harvard king tut new photographing tutankhamun,0.021328,0.011016,0.012812,0.009375,0.009453,Happiness
2847,literary archived,0.2,0.2,0.2,0.2,0.2,Neutral
2848,never stop learning free,2.485352,2.485352,2.485352,2.485352,2.485352,Happiness
2849,contending frequent new echoes militaryconnected carry unique,0.2,0.2,0.2,0.2,0.2,Neutral
2850,harvard committed creating healthier fossilfree,0.2,0.2,0.2,0.2,0.2,Neutral
2851,new cheaper high co operate efficiently,0.2,0.2,0.2,0.2,0.2,Neutral
2852,anniversary,0.2,0.2,0.2,0.2,0.2,Neutral
2853,active military,0.2,0.2,0.2,0.2,0.2,Neutral
2854,public serve,0.2,0.2,0.2,0.2,0.2,Neutral
2855,taking serving iraq powerful,0.104375,0.050000,0.070312,0.040000,0.040938,Happiness
2856,taking serving iraq powerful,0.052187,0.025000,0.035156,0.020000,0.020469,Happiness
2857,marine corps advice fellow military considering,0.2,0.2,0.2,0.2,0.2,Neutral
2858,make,0.2,0.2,0.2,0.2,0.2,Neutral
2859,saw mba military,0.2,0.2,0.2,0.2,0.2,Neutral
2860,memorial holds prominent campus first dedicated,0.2,0.2,0.2,0.2,0.2,Neutral
2861,just navy ending eve nuclear decided go,0.2,0.2,0.2,0.2,0.2,Neutral
2862,take national engaging,0.2,0.2,0.2,0.2,0.2,Neutral
2863,core allowed understand grow,0.2,0.2,0.2,0.2,0.2,Neutral
2864,left enduring bell memorial,0.2,0.2,0.2,0.2,0.2,Neutral
2865,served armed experiences,0.228750,0.153750,0.146250,0.136250,0.141250,Happiness
2866,using machinelearning identified potentially unsafe accurately current,0.2,0.2,0.2,0.2,0.2,Neutral
2867,cofounded harvard distributes menstrual,0.2,0.2,0.2,0.2,0.2,Neutral
2868,did know statue harvard unveiled,0.915000,0.645000,0.640000,0.705000,0.630000,Happiness
2869,wanted id always imagined using degree help,0.2,0.2,0.2,0.2,0.2,Neutral
2870,explore leaves temperature begin,0.2,0.2,0.2,0.2,0.2,Neutral
2871,probing produced gut,0.2,0.2,0.2,0.2,0.2,Neutral
2872,transform new medical patient,1.090000,0.850000,0.910000,1.000000,0.660000,Happiness
2873,clinical offered largest free legal,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2874,ultimately come able released atmosphere,0.2,0.2,0.2,0.2,0.2,Neutral
2875,gore,0.2,0.2,0.2,0.2,0.2,Neutral
2876,january opens tuesday browse,0.2,0.2,0.2,0.2,0.2,Neutral
2877,haotian developed improved renewable reduce,0.2,0.2,0.2,0.2,0.2,Neutral
2878,harvardmed,0.2,0.2,0.2,0.2,0.2,Neutral
2879,pioneering deeply influenced thinking racial,0.2,0.2,0.2,0.2,0.2,Neutral
2880,felt i relatives served military i given,0.2,0.2,0.2,0.2,0.2,Neutral
2881,shows certain organizational span connect,0.2,0.2,0.2,0.2,0.2,Neutral
2882,midterm seems divided say,0.2,0.2,0.2,0.2,0.2,Neutral
2883,new opens,0.2,0.2,0.2,0.2,0.2,Neutral
2884,live forum economic rural,0.2,0.2,0.2,0.2,0.2,Neutral
2885,long believed act viscous similar,0.2,0.2,0.2,0.2,0.2,Neutral
2886,expert nuclear spent eve,0.2,0.2,0.2,0.2,0.2,Neutral
2887,largest ever given provide key enormous medical,0.000016,0.000010,0.000010,0.000009,0.000009,Happiness
2888,coming soon,0.2,0.2,0.2,0.2,0.2,Neutral
2889,adam cohen challenged basic cell,0.286250,0.212500,0.210000,0.201250,0.161250,Happiness
2890,not devah pioneering deeply influenced thinking racial,0.2,0.2,0.2,0.2,0.2,Neutral
2891,harvard honored max recognizing extraordinary,0.000016,0.000005,0.000005,0.000005,0.000005,Happiness
2892,more put,0.2,0.2,0.2,0.2,0.2,Neutral
2893,explore midterm really mean,0.2,0.2,0.2,0.2,0.2,Neutral
2894,commemorating anniversary i,0.2,0.2,0.2,0.2,0.2,Neutral
2895,building foster working together better,0.208750,0.155000,0.175000,0.148750,0.156250,Happiness
2896,studentorganized highlighted increasing,0.2,0.2,0.2,0.2,0.2,Neutral
2897,quest pressing biomedical,0.2,0.2,0.2,0.2,0.2,Neutral
2898,harvard nadya cofounded menstrual need,0.2,0.2,0.2,0.2,0.2,Neutral
2899,were still enjoying campus,0.2,0.2,0.2,0.2,0.2,Neutral
2900,hms q daley blavatnik,0.2,0.2,0.2,0.2,0.2,Neutral
2901,made transformational harvard medical,0.2,0.2,0.2,0.2,0.2,Neutral
2902,founded tandem provides numerous free,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2903,academic harvard remembered trailblazing,0.2,0.2,0.2,0.2,0.2,Neutral
2904,discuss housesenate including possible,0.2,0.2,0.2,0.2,0.2,Neutral
2905,abstaining measurable,0.2,0.2,0.2,0.2,0.2,Neutral
2906,resident,0.2,0.2,0.2,0.2,0.2,Neutral
2907,help reduce says new,0.2,0.2,0.2,0.2,0.2,Neutral
2908,sociologist academic remembered trailblazing extraordinary,0.2,0.2,0.2,0.2,0.2,Neutral
2909,shown mindfulness,0.000730,0.000469,0.000522,0.000488,0.000430,Happiness
2910,stephen walt shift foreign,0.2,0.2,0.2,0.2,0.2,Neutral
2911,launched collectively raised,0.2,0.2,0.2,0.2,0.2,Neutral
2912,new increased combined natural large,0.003164,0.001348,0.001445,0.001377,0.001309,Happiness
2913,yesterdays historic fascinating midterm,0.2,0.2,0.2,0.2,0.2,Neutral
2914,wait least giving getting pregnant reduce,0.2,0.2,0.2,0.2,0.2,Neutral
2915,discusses bias,0.2,0.2,0.2,0.2,0.2,Neutral
2916,spotted,0.2,0.2,0.2,0.2,0.2,Neutral
2917,drives attract private new spark,0.2,0.2,0.2,0.2,0.2,Neutral
2918,aging skyrocket harvard albert hofman,0.2,0.2,0.2,0.2,0.2,Neutral
2919,library digitized available general,0.2,0.2,0.2,0.2,0.2,Neutral
2920,great shot garden changing backdrop working,1.710000,0.585000,0.560000,0.560000,0.625000,Happiness
2921,produced cellular key mice,0.000008,0.000005,0.000005,0.000005,0.000004,Happiness
2922,discusses new good critique foreign,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
2923,supreme important,0.2,0.2,0.2,0.2,0.2,Neutral
2924,iop welcomed harvard harvardiop,0.2,0.2,0.2,0.2,0.2,Neutral
2925,american voted like get,0.2,0.2,0.2,0.2,0.2,Neutral
2926,new finds said definitely vote herald highest,0.2,0.2,0.2,0.2,0.2,Neutral
2927,big,0.2,0.2,0.2,0.2,0.2,Neutral
2928,transformed th latest take little,0.2,0.2,0.2,0.2,0.2,Neutral
2929,lifeathbs,0.2,0.2,0.2,0.2,0.2,Neutral
2930,symbolizes democratic,0.2,0.2,0.2,0.2,0.2,Neutral
2931,democrat republican dramatic federal,0.2,0.2,0.2,0.2,0.2,Neutral
2932,voting find polling double,0.2,0.2,0.2,0.2,0.2,Neutral
2933,according saving climate,0.000862,0.000300,0.000361,0.000325,0.000251,Happiness
2934,young turn midterm,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
2935,give granular cellular molecular functional,0.2,0.2,0.2,0.2,0.2,Neutral
2936,library digitized,0.2,0.2,0.2,0.2,0.2,Neutral
2937,explored effective preventing,0.2,0.2,0.2,0.2,0.2,Neutral
2938,take study harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2939,midterm,0.2,0.2,0.2,0.2,0.2,Neutral
2940,new equip theoretical practical generate new,0.2,0.2,0.2,0.2,0.2,Neutral
2941,take major electoral,0.2,0.2,0.2,0.2,0.2,Neutral
2942,beautiful captured instagram,0.070469,0.019062,0.020469,0.020625,0.018437,Happiness
2943,good blackbird newly renovated smith,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
2944,fundamentally believe right peacockpao edld,0.2,0.2,0.2,0.2,0.2,Neutral
2945,included defeated first,0.036875,0.105938,0.074375,0.100312,0.059687,Anger
2946,interested becoming political politicize want,0.024844,0.011094,0.011641,0.010859,0.010156,Happiness
2947,surrounded lead said harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2948,helps curb cambridge,0.2,0.2,0.2,0.2,0.2,Neutral
2949,midterm historically high young,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
2950,meaningful democratic,0.2,0.2,0.2,0.2,0.2,Neutral
2951,did know largest massachusetts,0.2,0.2,0.2,0.2,0.2,Neutral
2952,understand several never,0.2,0.2,0.2,0.2,0.2,Neutral
2953,midterm topic recent,0.2,0.2,0.2,0.2,0.2,Neutral
2954,genetic determining coronary type diabetes,0.2,0.2,0.2,0.2,0.2,Neutral
2955,anniversary i,0.2,0.2,0.2,0.2,0.2,Neutral
2956,major electoral midterm voting,0.2,0.2,0.2,0.2,0.2,Neutral
2957,major turnout,0.2,0.2,0.2,0.2,0.2,Neutral
2958,attracts annually fueling,0.2,0.2,0.2,0.2,0.2,Neutral
2959,new created firstofitskind cellular important mice,0.2,0.2,0.2,0.2,0.2,Neutral
2960,elsie learned cystic now shes harvard,2.485352,2.485352,2.485352,2.485352,2.485352,Happiness
2961,opens noon kickoff columbia,0.2,0.2,0.2,0.2,0.2,Neutral
2962,anywhere free harvard,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2963,harvard receive highrisk highreward innovat,0.2,0.2,0.2,0.2,0.2,Neutral
2964,adopted forward rather widening forever changing,0.2,0.2,0.2,0.2,0.2,Neutral
2965,hit came,0.195000,0.403750,0.347500,0.316250,0.285000,Anger
2966,expert real imaginary grad shane good f,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2967,shoutout harvardlocal showing great blast lunch sat,0.2,0.2,0.2,0.2,0.2,Neutral
2968,new suggests midterm young historically high,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2969,implicit open,0.2,0.2,0.2,0.2,0.2,Neutral
2970,financial universitys expanding affordable,0.2,0.2,0.2,0.2,0.2,Neutral
2971,free first animalshaped exhib,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2972,immune transformed similar neurodegenerative,0.2,0.2,0.2,0.2,0.2,Neutral
2973,intelligent,0.2,0.2,0.2,0.2,0.2,Neutral
2974,san juan yuln reflected received call,0.2,0.2,0.2,0.2,0.2,Neutral
2975,last financial beginning historian published ascent,0.2,0.2,0.2,0.2,0.2,Neutral
2976,learn better using found least assoc,1.242676,1.242676,1.242676,1.242676,1.242676,Happiness
2977,sardis western prestigious longest archaeological,0.2,0.2,0.2,0.2,0.2,Neutral
2978,harvard warns repeat,0.2,0.2,0.2,0.2,0.2,Neutral
2979,mainwaring victory farright,2.210000,0.635000,0.560000,0.560000,0.530000,Happiness
2980,awardwinning deliver adams womens,0.2,0.2,0.2,0.2,0.2,Neutral
2981,harvard selected receive highrisk,0.2,0.2,0.2,0.2,0.2,Neutral
2982,know,0.2,0.2,0.2,0.2,0.2,Neutral
2983,expert discusses societys,0.2,0.2,0.2,0.2,0.2,Neutral
2984,transformed th latest,0.2,0.2,0.2,0.2,0.2,Neutral
2985,celebrating neighborhood care,0.2,0.2,0.2,0.2,0.2,Neutral
2986,received prestigious distinguished work,0.2,0.2,0.2,0.2,0.2,Neutral
2987,analyzes cultural transformed prolife,0.2,0.2,0.2,0.2,0.2,Neutral
2988,suggest lies standard need return dra,0.138750,0.477500,0.326250,0.402500,0.411250,Anger
2989,halloween reads,0.2,0.2,0.2,0.2,0.2,Neutral
2990,harvard halloween,0.2,0.2,0.2,0.2,0.2,Neutral
2991,maddy parasite good flo,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2992,broadcasting,0.2,0.2,0.2,0.2,0.2,Neutral
2993,discussed longest prestigious archaeological,0.2,0.2,0.2,0.2,0.2,Neutral
